# timestamp tx ty tz qx qy qz qw
1667385519.855358839035 0.000000000000 0.000000000000 0.000000000000 0.000000000000 0.000000000000 0.000000000000 1.000000000000
1667385519.890018224716 -0.005126521571 0.003925270195 0.002820970813 -0.001290012825 -0.000448864140 -0.001804707781 0.999997438706
1667385519.921971082687 -0.009496899218 0.006341934270 0.006318762306 -0.003410186619 -0.000874410658 -0.003409449478 0.999987990772
1667385519.958335876465 -0.014691191390 0.008205066277 0.007918672014 -0.005436774411 -0.001389097138 -0.005285530928 0.999970287087
1667385519.990992546082 -0.019522162389 0.009343748809 0.016172716800 -0.007530080789 -0.000927833134 -0.007068575174 0.999946234682
1667385520.023067235947 -0.021433189513 0.021557673380 0.016391314936 -0.005631625139 -0.000592430935 -0.003344834008 0.999978372721
1667385520.058418750763 -0.025941361892 0.030096287929 0.020933349944 -0.005072533982 0.000447465883 -0.003132686842 0.999982127564
1667385520.092220067978 -0.029519284716 0.039716011529 0.027795354575 -0.004136664525 0.000749579010 -0.002648290854 0.999987656271
1667385520.122736930847 -0.028705732366 0.046563935090 0.028347005430 -0.003713444348 0.000509392309 -0.001583976962 0.999991720899
1667385520.157724618912 -0.031604056631 0.049363817690 0.031126874726 -0.003449449081 0.001183892245 -0.001913383874 0.999991519295
1667385520.191020727158 -0.029712271848 0.052393842178 0.030934974790 -0.002452703607 0.000542924270 -0.001703641275 0.999995393532
1667385520.218595981598 -0.031243403622 0.052265887385 0.032747716394 -0.003531926844 0.001020808073 -0.001805582948 0.999991611622
1667385520.253575563431 -0.034106244984 0.055169139558 0.039695658294 -0.004210875948 0.001750414973 0.000642296567 0.999989395957
1667385520.287922620773 -0.035862549774 0.060710343761 0.042647440554 -0.002472536082 0.002306439896 0.002028296244 0.999992226427
1667385520.324317216873 -0.036541525386 0.062592503933 0.044761286473 -0.001990412653 0.002537271588 0.002573910527 0.999991487711
1667385520.353609800339 -0.038844558344 0.067091344470 0.047853918308 -0.000569981375 0.003485748034 0.004006719149 0.999985735340
1667385520.390459060669 -0.038745531404 0.070520743183 0.050665366084 0.000622590554 0.003307978125 0.005483242783 0.999979301641
1667385520.421275138855 -0.039217709412 0.074408712245 0.052879986095 0.002348389915 0.003582342966 0.005778552051 0.999974129775
1667385520.455570936203 -0.036734391332 0.074124015675 0.052333978701 0.005012101346 0.004882315240 0.006303665286 0.999955651838
1667385520.489298105240 -0.038692392832 0.070714455447 0.055079450524 0.005037220383 0.005518900787 0.005977317593 0.999954218862
1667385520.519178867340 -0.039992064052 0.071776132071 0.057723979077 0.006292413594 0.005782783653 0.006617324502 0.999941586274
1667385520.557734727859 -0.041192489508 0.074680213121 0.061656193270 0.008620066349 0.006110124578 0.007983930615 0.999912304998
1667385520.588313341141 -0.040869921274 0.075771871906 0.066885296875 0.009470144782 0.007753648160 0.009312866021 0.999881726918
1667385520.623424768448 -0.040274743155 0.078048361043 0.071309917172 0.012273336984 0.008764512682 0.011222438284 0.999823287084
1667385520.657768487930 -0.037910243018 0.079873321011 0.079582422593 0.013399644348 0.010759072687 0.014264885112 0.999750571362
1667385520.692040681839 -0.038176147454 0.080620936836 0.077724352246 0.014163159267 0.013273507251 0.019391361710 0.999623526142
1667385520.722846031189 -0.036085227280 0.080569498061 0.083053561503 0.014735691153 0.014471293799 0.019288213411 0.999600623192
1667385520.818253755569 -0.026022717677 0.076372415354 0.087451091279 0.020314088554 0.017376583246 0.023993297689 0.999354648674
1667385520.855489492416 -0.025084714859 0.077230335849 0.090984788514 0.021973197152 0.019073844201 0.024815509064 0.999268511254
1667385520.887300729752 -0.028334268235 0.076710941976 0.094094236977 0.023441269557 0.020096238737 0.025957497981 0.999186096965
1667385520.923752546310 -0.032631972006 0.075784583419 0.098658218299 0.025323357995 0.021584116165 0.026941527626 0.999083083411
1667385520.955689668655 -0.034253733968 0.076105697363 0.100930806040 0.027202140596 0.022109981058 0.027117293505 0.999017439626
